627412.2,446211.61,28,0,0
629341.22,442542.62,10,0,0
629300.4,442479.92,60,6,4
631763.15,432883.3,27,4,0
631917.67,432746.14,30,10,10
633334.78,427525.37,20,20,4
633552.4,426973.05,7,4,2
627412.2,446211.61,50,2,1
636602.65,418916.34,40,10,10
639057.99,414154.89,20,5,5
639869.47,413474.38,20,20,4
645627.34,408426.65,15,10,4
642787.56,410388.81,10,10,4
602530.87,455003.07,20,15,0
459785.09,606105.58,15,5,0
609131.7,460921.02,12,10,0
614714.31,463771.91,5,10,0
616410.67,465096.15,10,10,0
652718.46,510814.12,20,20,0
655784.32,512744.26,101,50,0
657646.07,514091.39,20,20,0
520007.45,663427.91,40,3,0
228283.51,376412.14,80,56,3
228187.49,376299.32,80,71,5
262960.42,388974.36,55,50,3
377182,332304,82,47,3
376980,332418,86,45,3
244974.39,381925.24,27,14,3
245104.76,382120.06,27,14,3
364899,345157,36,25,0
365136,344883,24,24,0
374190.4,374747.4,110,46,3
374981.1,374799.4,102,31,0
395052.3,375736.6,36,24,4
395506.9,376055.2,36,24,4
411501.3,381596.4,36,24,4
412465.5,381896.5,36,24,4
265208.91,391171.53,8,6,3
276339.36,383509.28,16,9,0
288797.41,377099.5,17,2,0
289243.37,376787.87,4,1,0
306471.19,368796.26,20,6,0
204063.91,504274.7,65,101,3
203743.73,504319.81,65,111,3
238431.65,502490.53,28,40,3
238809.78,502473.3,28,40,3
280952.84,499093.91,93,54,3
280539.45,498881.47,93,50,3
238339,553953,51,23,3
238438,553706,53,23,3
265456.63,525248.23,67,30,3
265596.08,525201.55,67,30,3
265703.88,479973.93,74,36,3
265826.51,479830.24,74,36,3
265314.5,454363.31,15,30,0
211474.83,428501.24,49,35,4
211572,428404,40,10,0
